id,word,url,pronounce,explanation
3375,terlayak,https://kbbi.kata.web.id/terlayak/,ter.la.yak,"lebih layak; sangat layak (pantas, patut)"
3376,terleka,https://kbbi.kata.web.id/terleka/,ter.le.ka,sangat asyik (berbuat sesuatu); terlalai (tidak ingat apa-apa lagi): terlihat baginda sedang terleka memetik kecapinya; dalam semadi dia akan terleka mendengar deburan ombak merindu
3377,terlembut,https://kbbi.kata.web.id/terlembut/,ter.lem.but,(1) paling lembut (baik hati); paling halus budi bahasanya: dialah yang terlembut di antara teman-teman sekelasnya; (2) paling halus (kecil)
3378,terlena,https://kbbi.kata.web.id/terlena/,ter.le.na,sangat asyik; dengan asyiknya; bersenang-senang: ia terlena mendengar alunan musik
3379,terlengah,https://kbbi.kata.web.id/terlengah/,ter.le.ngah,"sangat asyik melakukan sesuatu hingga terlupa segala-galanya; terleka; terlena: karena terlengah bermain kartu, tidak dilihatnya pencuri masuk ke dalam rumah"
3380,terlewat,https://kbbi.kata.web.id/terlewat/,ter.le.wat,"verba (kata kerja) telah (dapat) dilalui (dilampaui): karena terlewat , ia terpaksa mundur lagi; (2) terlalu; terlampau: terlewat banyak bunyi yang membisingkan telinga"
3381,terluang,https://kbbi.kata.web.id/terluang/,ter.lu.ang,"(1) terbuka (tentang tempat, jabatan, dan sebagainya) : semua tempat telah terisi, tidak ada yang terluang; (2) kiasan lowong (tentang jabatan, pekerjaan): tidak ada jabatan terluang; (3) senggang atau tidak sibuk (tentang waktu dan sebagainya) : pada waktu-waktu terluang"
3382,terluluk,https://kbbi.kata.web.id/terluluk/,ter.lu.luk,sudah gembur berlumpur (tentang sawah) dan siap untuk ditanami: sawahnya sudah terluluk
3383,terlunta-lunta,https://kbbi.kata.web.id/terlunta-lunta/,ter.lun.ta-lun.ta,dalam keadaan selalu diombang-ambingkan nasib yang kurang baik; dalam keadaan selalu menderita kesusahan
3384,terlut,https://kbbi.kata.web.id/terlut/,ter.lut,mempan (tentang senjata)
3385,termaestesia,https://kbbi.kata.web.id/termaestesia/,ter.ma.es.te.sia,peka terhadap benda keras
3386,termal,https://kbbi.kata.web.id/termal/,ter.mal,istilah kimia berkaitan dengan panas
3387,termala,https://kbbi.kata.web.id/termala/,ter.ma.la,mala
3388,termasyhur,https://kbbi.kata.web.id/termasyhur/,ter.masy.hur,masyhur
3389,termata-mata,https://kbbi.kata.web.id/termata-mata/,ter.ma.ta-ma.ta,nyata sekali kelihatan
3390,termodern,https://kbbi.kata.web.id/termodern/,ter.mo.dern,paling modern: rumah sakit ini diperlengkapi dengan peralatan -
3391,termodinamis,https://kbbi.kata.web.id/termodinamis/,ter.mo.di.na.mis,istilah fisika berkaitan dengan termodinamika
3392,termoelektris,https://kbbi.kata.web.id/termoelektris/,ter.mo.e.lek.tris,berhubungan dengan atau bergantung pada fenomena yang menyangkut hubungan antara temperatur dan keadaan elektris dalam logam
3393,termolabil,https://kbbi.kata.web.id/termolabil/,ter.mo.la.bil,"istilah kimia cenderung dapat dirusak atau diubah banyak oleh pemanasan sederhana (seperti protein yang dapat membeku, jasad-jasad mikro, toksin bakterium dan isomer-isomer tertentu)"
3394,termonyong-monyong,https://kbbi.kata.web.id/termonyong-monyong/,ter.mo.nyong-mo.nyong,cakapan (tidak baku) dalam keadaan monyong: sambil terheran-heran dan termonyong-monyong ia mendengarkan berita itu
3395,termuda,https://kbbi.kata.web.id/termuda/,ter.mu.da,"(1) paling muda: dari segi usia, dia adalah peserta penataran yang -; (2) bungsu: anaknya yang termuda baru berumur tiga tahun"
3396,termulia,https://kbbi.kata.web.id/termulia/,ter.mu.lia,paling mulia; paling dimuliakan: dialah yang termulia dari segala hamba raja
3397,ternista,https://kbbi.kata.web.id/ternista/,ter.nis.ta,"dalam keadaan direndahkan, dihina, atau dicela: banyak tenaga kerja indonesia ternista di negeri orang"
3398,terondol,https://kbbi.kata.web.id/terondol/,te.ron.dol,tidak berbulu (tentang ayam)
3399,terpana,https://kbbi.kata.web.id/terpana/,ter.pa.na,terpukau
3400,terpintar,https://kbbi.kata.web.id/terpintar/,ter.pin.tar,"paling pintar (cakap, cerdik, mahir)"
3401,terpuji,https://kbbi.kata.web.id/terpuji/,ter.pu.ji,(1) sangat baik; terkenal kebaikannya: perbuatannya seperti itu bukan perbuatan yang terpuji; (2) sangat mulia; mahamulia
3402,terpusing-pusing,https://kbbi.kata.web.id/terpusing-pusing/,ter.pu.sing-pu.sing,dl keadaan berpusing (tentang benda)
3403,tersabar,https://kbbi.kata.web.id/tersabar/,ter.sa.bar,"paling tenang (tidak mudah putus asa, marah, jengkel, dan sebagainya) : ia termasuk gadis tersabar di antara teman-temannya sekelas"
3404,tersedikit,https://kbbi.kata.web.id/tersedikit/,ter.se.di.kit,paling sedikit; sedikit-dikitnya (sekecil-kecilnya)
3405,tersenget,https://kbbi.kata.web.id/tersenget/,ter.se.nget,miring; condong; sendeng (tentang letak sesuatu)
3406,terserah,https://kbbi.kata.web.id/terserah/,ter.se.rah,"masa bodoh: usul saya ini diterima atau tidak, -"
3407,terserat,https://kbbi.kata.web.id/terserat/,ter.se.rat,tersendat; terhenti (tidak lancar): usaha itu tetap akan terserat jika sikapmu seperti itu
3408,tersilam,https://kbbi.kata.web.id/tersilam/,ter.si.lam,paling lampau; kemalaman
3409,tersirah,https://kbbi.kata.web.id/tersirah/,ter.si.rah,"telah merah: mendapat tanah tersirah, (1) mati; (2) mendapati mayat yang telah dikubur"
3410,terteleng,https://kbbi.kata.web.id/terteleng/,ter.te.leng,dalam keadaan miring atau senget (tentang perahu dan sebagainya) : biar terteleng asal jangan tertangkup
3411,terteleng-teleng,https://kbbi.kata.web.id/terteleng-teleng/,ter.te.leng-te.leng,terteleng
3412,tertentu,https://kbbi.kata.web.id/tertentu/,ter.ten.tu,"(1) sudah tentu; sudah pasti (jelas, terang, dan sebagainya) : setiap pegawai mempunyai tugas tertentu yang harus dikerjakannya; (2) tetap: pada waktu-waktu tertentu ia akan lewat di sini; (3) sudah dapat dipastikan atau ditentukan (terhadap sesuatu yang tidak perlu disebutkan identitasnya): ada organisasi tertentu yang menyokong gerakan di bawah tanah itu"
3413,tertib,https://kbbi.kata.web.id/tertib/,ter.tib,(1) teratur; menurut aturan; rapi: direktur menghendaki agar pengeluaran uang dibukukan secara tertib; (2) sopan; dengan sepatutnya: kaum ibu mendambakan perlakuan yang adil dan tertib dari suaminya; (3) aturan; peraturan yang baik
3414,tertinggi,https://kbbi.kata.web.id/tertinggi/,ter.ting.gi,paling tinggi: tidak mustahil dalam beberapa tahun dia sudah berhasil menduduki jabatan yang tertinggi
3415,teruk,https://kbbi.kata.web.id/teruk/,te.ruk,"parah, keras, hebat (tentang sakit, pukulan, perkelahian, bekerja, dan sebagainya) : lekaslah pergi ke dokter sebelum penyakitmu teruk benar; batuk teruk , batuk yang amat sangat"
3416,terulur,https://kbbi.kata.web.id/terulur/,ter.u.lur,dl keadaan menjulur (memanjang): lubang buluh itu terulur ke atas rumahnya
3417,terus,https://kbbi.kata.web.id/terus/,te.rus,tulen (tidak bercampur atau tidak berlapis): gelang ini emas terus
3418,tetal,https://kbbi.kata.web.id/tetal/,te.tal,tidak berongga; padat; pejal
3419,teteh,https://kbbi.kata.web.id/teteh/,te.teh,(1) sudah jelas ucapannya (tentang anak kecil); (2) bisa; mahir
3420,tiap-tiap,https://kbbi.kata.web.id/tiap-tiap/,ti.ap-ti.ap,tiap
3421,timbal,https://kbbi.kata.web.id/timbal/,tim.bal,timbang; imbang
3422,timburu,https://kbbi.kata.web.id/timburu/,tim.bu.ru,cemburu
3423,timpang,https://kbbi.kata.web.id/timpang/,tim.pang,(1) pincang yang tetap (karena salah satu kakinya tidak sama panjang): kakinya timpang; meja itu timpang kakinya; (2) incang-incut: berjalan timpang (tertimpang); (3) kiasan tidak seimbang; ada kekurangan (ada cela); berat sebelah: perjanjian itu dianggapnya timpang
3424,timpus,https://kbbi.kata.web.id/timpus/,tim.pus,makin ke bawah atau ke ujung makin kecil: kaki meja itu timpus
3425,tinggi,https://kbbi.kata.web.id/tinggi/,ting.gi,"(1) jauh jaraknya dari posisi sebelah bawah: gunung itu tinggi; burung itu terbang tinggi; pohon itu seratus meter tinggi nya; (2) panjang (tentang badan): dia lebih tinggi daripada saya; tinggi nya, 1,35 m; (3) sudah agak jauh ke atas (tentang matahari); sudah hampir tengah hari: matahari telah tinggi; bangunlah, hari sudah tinggi; (4) luhur; mulia: cita-cita yang tinggi; tinggi budinya; (5) yang sebelah atas (tentang tingkatan, pangkat, derajat, mutu, dan sebagainya) : kelas tinggi; pegawai tinggi; perwira tinggi; perguruan tinggi; sekolah tinggi; (6) sudah lanjut (tentang umur); banyak atau mahal (tentang harga, nilai, dan sebagainya) : mencapai usia yang tinggi; ongkos penghidupan di jakarta sangat tinggi; harga bahan makanan semakin tinggi; (7) sudah maju (tentang kecerdasan, peradaban, dan sebagainya) ; sudah jauh pada tingkatan atas (tentang pengetahuan, pelajaran, dan sebagainya) : peradaban yang tinggi; tinggi kajinya; (8) sombong (tentang perkataan, tabiat, dan sebagainya) : selalu tinggi cakapnya"
3426,tipologis,https://kbbi.kata.web.id/tipologis/,ti.po.lo.gis,bersifat tipologi; berhubungan dengan tipologi
3427,tiris,https://kbbi.kata.web.id/tiris/,ti.ris,"(1) bocor (terutama tentang atap, genteng, dan perahu): atapnya tiris karena gentingnya pecah; (2) merembes dan bertitik-titik"
3428,tirus,https://kbbi.kata.web.id/tirus/,ti.rus,makin ke ujung makin kecil: keris ini mempunyai mata yang panjang serta tirus
3429,tis,https://kbbi.kata.web.id/tis/,,panas dingin (penyakit demam malaria): salah satu gejala terserang penyakit malaria adalah badan terasa panas tis
3430,tituler,https://kbbi.kata.web.id/tituler/,ti.tu.ler,"berkaitan dengan pangkat atau gelar kehormatan yang diperoleh tanpa menjalankan tugas jabatan sebagai yang tersebut pada gelarnya: mayor tituler , berpangkat mayor tetapi tidak menjalankan tugas sebagai mayor dalam kemiliteran"
3431,tohor,https://kbbi.kata.web.id/tohor/,to.hor,(1) dangkal; dangkar; (2) hampir kering (tidak berair karena ditimba dan sebagainya) ; (3) kiasan habis (tentang uang dan sebagainya) lihat kapur
3432,tokcer,https://kbbi.kata.web.id/tokcer/,tok.cer,"cakapan (tidak baku) (1) baik; bagus (tentang mesin, mobil, dan sebagainya) : mobilnya selalu dipelihara, mesinnya tokcer; (2) manjur; mujarab: kini sudah ditemukan obat yang tokcer untuk penyakit malaria; (3) kiasan subur (mudah hamil)"
3433,toleran,https://kbbi.kata.web.id/toleran/,to.le.ran,"bersifat atau bersikap menenggang (menghargai, membiarkan, membolehkan) pendirian (pendapat, pandangan, kepercayaan, kebiasaan, kelakuan, dan sebagainya) yang berbeda atau bertentangan dengan pendirian sendiri"
3434,tolol,https://kbbi.kata.web.id/tolol/,to.lol,"sangat bodoh; bebal: aku lupa menanyakan nama dan nomor telepon wanita itu, betapa tolol nya aku"
3435,tonggek,https://kbbi.kata.web.id/tonggek/,tong.gek,"tidak lurus punggungnya dan pantatnya terkedik; tunggik: karena cacat, ia berjalan agak tonggek"
3436,tonggos,https://kbbi.kata.web.id/tonggos/,tong.gos,menonjol (tentang gigi depan); jongong: ia tertawa memperlihatkan sederetan giginya yang tonggos
3437,tongong,https://kbbi.kata.web.id/tongong/,to.ngong,cakapan (tidak baku) dungu; pandir
3438,tonik,https://kbbi.kata.web.id/tonik/,to.nik,istilah linguistik (dalam analisis intonasi) merujuk ke suku kata yang mendapat tekanan paling keras dalam suatu kelompok tona
3439,top,https://kbbi.kata.web.id/top/,,tertinggi atau teratas; puncak: dia pemain bulu tangkis top di tanah air
3440,topografis,https://kbbi.kata.web.id/topografis/,to.po.gra.fis,bersangkutan dengan topografi
3441,totaliter,https://kbbi.kata.web.id/totaliter/,to.ta.li.ter,"bersangkutan dengan pemerintahan yang menindas hak pribadi dan mengawasi segala aspek kehidupan warganya: negara totaliter , negara yang menganut paham totaliterisme"
3442,totok,https://kbbi.kata.web.id/totok/,to.tok,"(1) asli; sejati (bukan peranakan): belanda totok; (2) cakapan (tidak baku) masih baru (belum berpengalaman): dalam hal ini aku sangat totok , belum pernah sekali juga berlayar; (3) cakapan (tidak baku) kaku (belum biasa, belum lancar): dia masih dapat juga berbahasa jawa, hanya totok sekalilihat tutuk"
3443,tradisional,https://kbbi.kata.web.id/tradisional/,tra.di.si.o.nal,"(1) sikap dan cara berpikir serta bertindak yang selalu berpegang teguh pada norma dan adat kebiasaan yang ada secara turun-temurun: daerah itu mempunyai potensi cukup besar dalam bidang perikanan, tetapi masih diolah secara tradisional; (2) menurut tradisi (adat): upacara tradisional , upacara menurut adat"
3444,tragis,https://kbbi.kata.web.id/tragis/,tra.gis,(bersifat) menyedihkan: ia menemui ajalnya dalam tangan musuhnya secara tragis
3445,trakeid,https://kbbi.kata.web.id/trakeid/,tra.ke.id,"istilah biologi sel kayu tidak berperforasi di kedua ujungnya, berpenebal cincin spiral atau berceruk terlindung, menghantar air dan menyusun jaringan kayu"
3446,transenden,https://kbbi.kata.web.id/transenden/,tran.sen.den,(1) di luar segala kesanggupan manusia; luar biasa; (2) utama
3447,transendental,https://kbbi.kata.web.id/transendental/,tran.sen.den.tal,(1) menonjolkan hal-hal yang bersifat kerohanian; (2) sukar dipahami; (3) gaib; (4) abstrak
3448,transformatif,https://kbbi.kata.web.id/transformatif/,trans.for.ma.tif,"bersifat berubah-ubah bentuk (rupa, macam, sifat, keadaan, dan sebagainya) "
3449,transgenik,https://kbbi.kata.web.id/transgenik/,trans.ge.nik,silang gen: teknologi kedokteran sukses menghasilkan binatang transgenik
3450,transitif,https://kbbi.kata.web.id/transitif/,tran.si.tif,istilah linguistik bersangkutan dengan kata kerja yang memerlukan objek
3451,translusens,https://kbbi.kata.web.id/translusens/,trans.lu.sens,bersifat setengah bening; tembus cahaya
3452,transnasional,https://kbbi.kata.web.id/transnasional/,trans.na.si.o.nal,berkenaan dengan perluasan atau keluar dari batas-batas negara
3453,transonik,https://kbbi.kata.web.id/transonik/,tran.so.nik,melebihi kecepatan suara: pesawat jet transonik
3454,transparan,https://kbbi.kata.web.id/transparan/,trans.pa.ran,"(1) tembus cahaya; tembus pandang; bening (tentang kaca): gaunnya merah muda, terbuat dari sutra yang tipis transparan sehingga tembus pandang; (2) jernih; (3) nyata; jelas: dalam era reformasi segalanya harus bersifat transparan; (4) tidak terbatas pada orang tertentu saja; terbuka: sekarang ini perbankan sudah jauh lebih transparan dalam memberikan kredit"
3455,traumatis,https://kbbi.kata.web.id/traumatis/,trau.ma.tis,menggoncangkan jiwa (tentang pengalaman yang dahsyat)
3456,trendi,https://kbbi.kata.web.id/trendi/,tren.di,bergaya mutakhir; memiliki tren; bergaya modern; mengetren
3457,trengginas,https://kbbi.kata.web.id/trengginas/,treng.gi.nas,"lincah dan terampil (permainan dan sebagainya) : pemain ini memperlihatkan permainan yang cepat dan trengginas , jatuh bangun untuk mengejar bola ke mana saja; tangkas"
3458,trenyuh,https://kbbi.kata.web.id/trenyuh/,tre.nyuh,terharu bercampur sedih: kita sesama manusia merasa trenyuh menyaksikan kejadian itu
3459,trigemius,https://kbbi.kata.web.id/trigemius/,tri.ge.mi.us,kembar tiga
3460,trikuspid,https://kbbi.kata.web.id/trikuspid/,tri.kus.pid,berujung atau berpuncak tiga
3461,tropis,https://kbbi.kata.web.id/tropis/,tro.pis,"(1) mengenai daerah tropik (sekitar khatulistiwa): penyakit tropis , penyakit khas khatulistiwa (beriklim panas) seperti malaria; (2) beriklim panas"
3462,tua-tua,https://kbbi.kata.web.id/tua-tua/,,"sudah tua, tetapi ...: tua-tua masih giat bekerja"
3463,tujul,https://kbbi.kata.web.id/tujul/,tu.jul,"langsung kepada tujuan, tidak berbelit-belit"
3464,tulen,https://kbbi.kata.web.id/tulen/,tu.len,"sejati (tidak bercampur); asli (bukan tiruan, tidak lancung): emas tulen; orang inggris tulen; kesatria tulen; dilihat dari segi lahir, dia seorang lelaki tulen , tetapi dari segi batin dia berperasaan seperti wanita"
3465,tuli,https://kbbi.kata.web.id/tuli/,tu.li,tidak dapat mendengar (karena rusak pendengarannya); pekak
3466,tulu,https://kbbi.kata.web.id/tulu/,tu.lu,arkais (tidak lazim) hilang akal: sampai ia bingung tulu
3467,tulus,https://kbbi.kata.web.id/tulus/,tu.lus,sungguh dan bersih hati (benar-benar keluar dari hati yang suci); jujur; tidak pura-pura; tidak serong; tulus hati; tulus ikhlas: orang lain belum tentu berhati tulus kepada kita; ia menyumbangkan tenaga dan hartanya dengan tulus ikhlas
3468,tuman,https://kbbi.kata.web.id/tuman/,tu.man,"menjadi biasa (suka, gemar, dan sebagainya) sesudah merasai senangnya, enaknya, dan sebagainya: agar tidak tuman berbuat begitu, hajarlah ia kalau kebetulan ketahuan sedang berbuat"
3469,tumpat,https://kbbi.kata.web.id/tumpat/,tum.pat,"(1) penuh padat (tentang ruang, rongga, dan sebagainya) ; penuh karena terjejal; mampat: kamar itu pun tumpat oleh buku; kota-kota sudah tumpat oleh pengungsi; (2) kiasan tersuntuk akal (hilang akal, tidak tahu apa yang harus dikerjakan): pikirannya tumpat karena kehilangan anaknya"
3470,tumpul,https://kbbi.kata.web.id/tumpul/,tum.pul,(1) papak pada ujungnya (tidak runcing); tebal pada bagian yang tajam (tidak tajam); majal: pisau yang amat tumpul ini tidak dapat dipakai mengiris bawang; ia meraut pensil yang tumpul; dia sedang mengasah pisau yang tumpul itu; (2) kiasan tidak mudah mengerti; bodoh: pikirannya sangat tumpul
3471,tumpur,https://kbbi.kata.web.id/tumpur/,tum.pur,(1) habis sama sekali; binasa; (2) cakapan (tidak baku) jatuh miskin; kehabisan uang; habis-habisan
3472,tumus,https://kbbi.kata.web.id/tumus/,tu.mus-ter.tu.mus,"tersungkur (jatuh): ia jatuh tumus; ia menyelam tumus seperti babi, usahkan bersih, tambah berdaki"
3473,tunaaksara,https://kbbi.kata.web.id/tunaaksara/,tu.na.ak.sa.ra,tidak dapat membaca dan menulis; buta huruf
3474,tunadaksa,https://kbbi.kata.web.id/tunadaksa/,tu.na.dak.sa,cacat tubuh
3475,tunaganda,https://kbbi.kata.web.id/tunaganda/,tu.na.gan.da,penderita cacat lebih dari satu kecacatan (yaitu cacat fisik dan mental)
3476,tunagizi,https://kbbi.kata.web.id/tunagizi/,tu.na.gi.zi,kurang atau rendah kandungan gizinya (tentang makanan)
3477,tunagrahita,https://kbbi.kata.web.id/tunagrahita/,tu.na.gra.hi.ta,cacat pikiran; lemah daya tangkap; idiot
3478,tunanetra,https://kbbi.kata.web.id/tunanetra/,tu.na.net.ra,tidak dapat melihat; buta
3479,tunarungu,https://kbbi.kata.web.id/tunarungu/,tu.na.ru.ngu,tidak dapat mendengar; tuli
3480,tunasosial,https://kbbi.kata.web.id/tunasosial/,tu.na.so.si.al,tidak mempunyai rasa rosial
3481,tunasusila,https://kbbi.kata.web.id/tunasusila/,tu.na.su.si.la,tidak mempunyai susila; lonte; pelacur
3482,tunatenaga,https://kbbi.kata.web.id/tunatenaga/,tu.na.te.na.ga,tidak mempunyai tenaga
3483,tunawicara,https://kbbi.kata.web.id/tunawicara/,tu.na.wi.ca.ra,tidak dapat berbicara; bisu
3484,tunawisma,https://kbbi.kata.web.id/tunawisma/,tu.na.wis.ma,tidak mempunyai tempat tinggal (rumah); gelandangan: kaum tunawisma wisma hidup dan tinggal di bantaran sungai;
